id,old_name,old_address,google_name,google_address,place_id,google_rating,google_rating_count,google_phone,google_photo_name
6311,חדש! חומוס בר  hummusbar,"Budapest, Wesselényi utca 14 [map: https://maps.app.goo.gl/bJwQpyCwRZahn8WC7]",hummusbar,"Budapest, Október 6. u. 19, 1051 Hungary",ChIJEckyKW_cQUcRBrA8aP53-s4,4.4,2908,(06 1) 354 0108,places/ChIJEckyKW_cQUcRBrA8aP53-s4/photos/AaVGc3mz9AdjYxQ8io4coGaSQwrBSgZuHyPxpDHd8kEKomuA4KzXEFbahR0psPsYxxr2xE9MIlgIpROBwchOF4WqPy055lPOZV4dK-FbPzRJvdEqNR0ZvUJXm2O7JwCRl4QGr86154ZmoWZryI8tutB4ZL1TrRS5HQU1CAHNw2dqtf4fDuYVD4MIzAUsWrGjC7JR8pNxRjKxu6MCs-xCs4VBHrCBlTjgJJj5-bwIANpkKzD_6uM5RDX3S2mcddVbLUkyQcCC8g4a49LgCTVf053pcSAVSqmxGxJO0sGknGtxudJIHHrLe5GVHLmc8k0YkODzPN0ps-0oe09Y7YrdAl28x59nY87ObJx-dUoaDIL3sleA6i-J8nwxwiGGSAgBVGLsXyLmDiLsOYCCOU3cdrwAfH7fyiU5mZKHuPzBGfTA_E35pc1TGGyn8evAOY5jjPu6
7540,Dairy Star,"3742 West Devon Avenue, Lincolnwood, 60712-1124, Illinois",Dairy Star Ice Cream of Lincolnwood,"3472 W Devon Ave, Lincolnwood, IL 60712, USA",ChIJodugkz_OD4gRMXuY5jkmSfA,4.6,1522,(847) 679-3472,places/ChIJodugkz_OD4gRMXuY5jkmSfA/photos/AaVGc3n8r0O53IOzUt976DR_PHSJBfVPnUBYR7GzdDo5Y26J1xQ1RUkhjz33L8qo-4yQ24yaxiCYX8SBEYb5vcRQbyUqd5Weke_A7lbxL-2v4ps75IlPyXPfKHGOqSs-g_bl-D0XFyzC5xaXP9nHaWZpkcPyyO-Cd3doPydC5hECSxa3domwpg2qtHnoGDsxyNdM4F8fY3VwFP2wVEl5dh-RqR3vaIeM05FYrX3NNgr6sgA1EfbK6JoRT-JQpZ4KkE-PRmpLcaBKsffMYWitwMIDZvJOM5ZCjkMTIB0ENBgp0863agf2UsQ80tTgbreu8y1OkHIpWIQBurdCse5HTWmYB7KBBk_4hfMkY96Yc-6paBISENP1WaOEBHNCjWiDz56aidHjDlowd7fkZ52kYCRokSz0bzOOFb-rHKW_f_YpGnGPVg
7573,YOKO Chicago,"4034 Oakton St,  Skokie, IL , 60076, United States",YOKO,"4034 Oakton St, Skokie, IL 60076, USA",ChIJi1Qr6erPD4gRZQlvV1qRCy0,4.9,695,(224) 470-2189,places/ChIJi1Qr6erPD4gRZQlvV1qRCy0/photos/AaVGc3kPTt5FV2juKrZL346iOhEzPTnlNcH8bZfVa8c3XgV1MPi5SCmtgBVVu8YF3x6x8rmCBAPuMGzLi3r4xt5e4MlDgDJsk6oXRGVIuQuL0nWVPwG1xjfQfipp9Q9WdIMtnvgD0spL1oNrMdgLbM1UnIQYjDdQD6uEmDrec5Kkhvug3yzh7wnVTN-bGgp8HkVPkypu2pre8xJ1tMNXRuIxl12SwN6ADxgQ_xZtYUj8aggji8uqiBh9ZSBUhr2qwE3htJ8kPUEA9p3iKbe6rLYJAdDmWeX6Z3SYzLhMKMU23SGekXoTCRw96RSAsGcycO4wU0E_Uk5WFNbu2FFwkbGPn6k0M_bZQ1CbtXgr5ybR7v6MXkEUbrNCtxF1mziuI38dzJcR7XALsRO23NQTpn55Fu2dqiianbPN04ppvu3vgFw
