id,old_name,old_address,google_name,google_address,place_id,google_rating,google_rating_count,google_phone,google_photo_name
8102,Bracha - Street Food & Neshama,"118 Golders Green Rd London, NW11 8HB, United Kingdom",BRACHA - Street Food & Neshama,"118 Golders Green Rd, London NW11 8HB, UK",ChIJD3jdc9oRdkgRICyOWW-Cq5U,4.2,110,020 3856 8388,places/ChIJD3jdc9oRdkgRICyOWW-Cq5U/photos/AaVGc3lAZr-Kmjan_olS2ELXBHWbNxD5lVE8lAk6Qv4pMPMV9ZBzetA5T80JB4BjKZqsUMhP9zEAWTmVK-_4f2_tRHzR35WeVBErYbsTDaLYlOoyjZJUz2aY8DVhh0LMIlBvdGbPyKkgDMV-BzPs55OptdoBchu8OxPgcnMPcLxia576PiiWYy-L08P2I1-a5WuxSwmGH37hdtEvDcH8vawup4zgi6fsaIQW4aRGMCWy-b7L9Hst8nFlV8ZFZELHl0d1k6PKlWjeG-MkcV2O-xPyGu3XvKFlDZlu9up7-1hHXVITkxaVwWIa1aMsb9e2-7lcPttOp99QYwMMhA6bJ383Lobgr0eNw8q3HyzgUhWq6xAX5l0EG3kcVDnlfFP9hHd7i8B43SBg1Y_sTPIyaETE-nxV9aROQxK8SFwOkLIuwfPeZjzHlTZMX6Unnu8fW3pr
8133,MAZAL - Original Shawarma,"Unit M192 2nd Floor, Hawley Wharf, London, NW1 8AA, United Kingdom",MAZAL London,"Second Floor, Unit M192 2nd Floor, Hawley Wharf, London NW1 8AA, UK",ChIJ_clTdh4bdkgRNbqKHx9x0ZQ,4.7,1638,020 3951 1561,places/ChIJ_clTdh4bdkgRNbqKHx9x0ZQ/photos/AaVGc3n-VefRhnG4zm_5Nee7F1NmIMGpsdbxsBhwkaXPAkHMok6rHkZdglDhNnEqrZnIjhGux8nGzYNH9j_eQJ30biybv-1soUjZQU8V8mrNVl4TqKaUJNgg5ffBgpOuHoF_ThrlP_cXf4aFiKOHwb3iPy6GhO4mD4vn634wem7e0be7C7joCdJuYuwv34OKHStbZI_FsEak5XFoIEtg9r8me5JndL6l8eG26wcEOt28W7NRQO2WPKy2inD6mVrQM3Tmwr4oSD3Jv2xdx8WJLEX4ekoAROzqMzvA2l9J9-LclF_UT2o6OCMMD0IjGWQAuH3XkpYncB4SUuZs-6gshn7fQn_HNuMACkAHIlEXeKlEKew7l20idfYtvsuEx5WziAiW4TgmoAxhqkepq0MDjo06Ipd3vXapJ1YGC7OYSq4YaCgYnRWk2ZPSpV9HyBn976OO
8135,Moss & Maple,"51 Fairfax Rd,  London , NW6 4EL, United Kingdom",Moss & Maple,"51 Fairfax Rd, London NW6 4EL, UK",ChIJ-yWTMXcbdkgR3BWqAQJx0AQ,4.9,265,07469 839104,places/ChIJ-yWTMXcbdkgR3BWqAQJx0AQ/photos/AaVGc3mZYvo0Hb0AXl0tXolVHbi7uVJ2jBgqgGX5ul2xJzG7CgX37icirhhBgUHS8mY87pA4aNXmv2Wy8N0Y4fHGxWRVf7bEt9jloyL9cfTE65TaAza8KJXAwG01mlM6NWLY4Chr39PmoTx2fIR5n1x6Lwx-izCsYrZp5N0HMdEdctneApGo1F7FdYV6jZPtcTRk3CHkc8uVrYXRkhQo-AjcdmOeu8zBlZRjGBi99M30Zm98QrcOJoUrF7kLYI6DOwNI3ogQDPT2mCEY2kejuoNuqgD13R0d3FDCXXuiAB_QwX2I0IAcx3dMt0nVCIowUH9v08ws1llFt5zsPn_aJf2Ooa1Yu7GSN00UNLEEmvqRwDFNK_Cu1H2Rh_Uf5nqtlya_selww0zuNIOP7izJXRi_RMb_K7WRAFb2fud_6DTm5Q3qgnNb-udqOYUEBK3sCbva
8140,Omi Sushi,"750 Finchley Rd, London, NW11 7TH, United Kingdom",Omi Sushi,"750 Finchley Rd, London NW11 7TH, UK",ChIJvxMLozERdkgRBLnsEyZnFUY,4.9,86,020 8264 1666,places/ChIJvxMLozERdkgRBLnsEyZnFUY/photos/AaVGc3kZjTvC6iY-o7yiaggKPQGTHh1Ilw2ieC2TwxtcrsnDjsAc3MVekiC41ih3F6Z-pw5AmlBjX1jJMu4BPCUGOSgVkBPza_uEu38bZmEGMXd5Niotu1eQdc6bcN91LF3jMKiKyfxevsj-tOEnyXg3kgEjmW_ooj-D7pNMz-kQAcQ7ax6V_47ooMN5O6cufJFm2QRXC4uCcO4DFj6wE-CzAT_Xss0hZgk_zztWDXO0vs-Ec4DKc8o1WuN7OwUtV-zaIMrtDSBv1-LbP9405WBcqG8GsGiUffp8b2PRBZ54-RvKIa_-c3Zwi3yKYRAu0_cVAIFV6hZHGYVW2e5rS7IpGL3XK1AY1aa0oau4GvoGVa8QrxyeDLAhv347BPsNNrnoW1lb3-_TOQw3aMdIjmMW2Lo3eQPlINqyL3e7W4GXbcgi8amiSQrWY2ALeuIWzg
8150,Pukush,"96 Golders Green Rd, London , NW11 8HB, United Kingdom",PUKUSH,"96 Golders Green Rd, London NW11 8HB, UK",ChIJ4ZL1oxERdkgRL7Vjb1gD5ns,4.8,105,020 8191 1088,places/ChIJ4ZL1oxERdkgRL7Vjb1gD5ns/photos/AaVGc3mfyE80bHFK93pSN6lAulvSEbC7egqrBrMum9fGbUkIYsc-sZM-zSZmPEzt8J1jGOf6ZYwg7rA1kBT3A0rr9Jc2oI2JieoPHGB0Sxe984h3KC2eez9ml1EeyU35j7t5tNKkre-VLUJoY8l4jLrGnnuW-br7Yqe6Ho8KLpwnIjzkpnDeH7qSJJlw58hyds2Mf5riBWY-YwfynwrgvAvRNgtbVTV-GLVs0qycEqJOcdE8oZO3LtciyMcmqt2n1lw74We1pMx9mQxkkPOztrzXjxxULTB12p5v1eohFomQX5fPPa6bCe1ukkY6s8JoO2WllRtr6es7KqyTmmNKoLVp4Rp3yAL-gpAPH9qtjg_ADeR-Ey43Ony8T5xdHbPotj33ppS99re58bhwkKlbkpUGUMsdes_rCdV8xLMcO8Po9skdN9U5IVEPBIWOfyH7cw
8154,Reubens Deli & Restaurant,"79 Baker Street Marylebone, London, W1U 6RG, UK",Reubens Deli & Restaurant,"79 Baker St, London W1U 6RG, UK",ChIJe67jI8wadkgRgzf7MLltS9A,4.2,1861,020 7486 0035,places/ChIJe67jI8wadkgRgzf7MLltS9A/photos/AaVGc3lDAXXJwK_UgKXlZT7r67buppACcLn3gpt85ZcjcYNYGrV5WN1FfuFmNXKcWaNAgzGKVFxPvfHcuAgW0fedPoMQeMLlmPkOkZe8vcrOh4h_sQX0aWVoojKb0nSTCMJV37xLGorxAHTJQg7NLktxwTQMNWyt3x7yIomK7KjRV-2gLXuthri8qBoVo2DZHj1ihHHK81Fq_SNMbV05eKSr-_IAQPFyfCMCRszTJNm_AwJ18ecWAwWdY-VCqU1v1KbCZ2RHUGGZCuXN96YutTA4mq6y7l3ddzVUrwSYV1-it4QACaoMV_7LK8QM5DK6FNZUKGucLY2oG6XkJ8iNNPQPZ-0Yt0Mq_9xE6wLDWdsDOSxifLNWFyKY0yYkHo-EAs2b_I2W7mX1HZcTKXPIsjk1bj-c5-dh3brBxniYzoph5VlDNw
8173,Tish Bar & Restaurant,"196 Haverstock Hill, London, NW3 2AH, UK",Tish,"196-198 Haverstock Hill, London NW3 2AG, UK",ChIJgarU3ZsbdkgRcGqHAF2_E3A,4.1,555,020 7431 3828,places/ChIJgarU3ZsbdkgRcGqHAF2_E3A/photos/AaVGc3niKDWWWtwdeZf1yU-IKRBY0dirMozFL8ib4Ohjd3gi5pcUR3vd7Acr7xTQJqA556e85ArcP2ZPDBI8RJKMfTGJEaSojGIJZjvRdR8Nk5HMA1ykN-dexxiIlHNGIG2FgBKxTd-iusNeLO__ZAsD4SrtRlz7cbne2X_NSSr9zoAdC5LnaqzUq04DMqlp7du5-2bAyxoZe24DgzND-ukW75RoLoZk8ciCdFhz8nfO7ZGuVd7lgiS_ErDUEwZSzTpWyAWE5Z7a8j83aHdMvG-NVqrpTI_srur8yVbjikptXinqOswzWCObz3M3c4T_kYobJM_UyTQVOlGHMZYhfeLcww7amy6y77dXaaAxf4Sx79TsF6TruUYn2Z-TdElEYeJ9TymTqiL9vwhTdakoJZydv-ZjGa_xKmP_9s6NgaElO8O12eiC
8174,Tony Page Marylebone,"26 Paddington St,  London , W1U 5QY, United Kingdom",Tony Page Marylebone,"26 Paddington St, London W1U 5QY, UK",ChIJaW2seFIFdkgRpkPaSwoDU5A,4.4,623,020 7139 8500,places/ChIJaW2seFIFdkgRpkPaSwoDU5A/photos/AaVGc3kPRmhj26jxErbbs1B80mlkDOlmaBzgfeE5WcwWU6saRdKngjTvJ7b04Ol9lMuPPHMPB_VHGUkmCxw6dBZoeIsX-Cuo5a9H_--tkWp_41xFyPKgsf-nCq566eKBqFiSRNnt6huh9H5KlVuV_vSUpAPaJECLqKh-4_XvDRl7quPschTv99zh-R511N-1cich_39_vABsuBCbSavN4kmtIlPQuzJpDj55z51mIkix0JXX7SNSQOXZQ0vcVPdroUKa6LSul8yYGvNS_YvdmF1xiHzi_AwTlUtmrh_trcMAnBz8w8OJ4pC7JhWVxdB-G6nh9QHIWrAQJbrsNB6Ansk5ODOYKIco8H-JQJ_R2myYIvHZQjYtIb1E5CQ1_pxfORyEDj4wScNz7CR-aNgSeXI1S0jUQ7w3TGGa8YE7bJRjKEnIneLr
