id,old_name,old_address,google_name,google_address,google_place_id,google_rating,google_phone,google_photo_name
8,פטרוזיליה,"תל אביב, Israel",Petrozilia,"מתחם שרונה, Aluf Kalman Magen 3, Tel Aviv-Jaffa, Israel",ChIJXZMwQ31LHRURgNF5KTyf1JY,4.4,03-516-2468,places/ChIJXZMwQ31LHRURgNF5KTyf1JY/photos/AaVGc3mpHNmwNQtAvRMKCUu8op34GLvETMl17IaPHRzKxtg-OmyM41eIs-X1MILf4qskBXLXpuONCsxpwd-6Cpcvqkc633tD2AzjRqQfDmmzLIz0IFN5aD1B0M6e4jA2CVM2sT8RRrWf4_dN1rrZzf2_lDkAjKAJuCCDjSDJeI_hDORB2dfLJ19dhwzgDFOXez4XPL3CpCQpizpqU_y3kW5w2KX2YOUtQ4Z6AH42FKsSVfFQNrFu8_8vMC1VKtc3u0QGGe34BxzS02ta3NieRdPPy39QKvFDCrpypa6KzBgJSoLRHG2ZOaXx3QPCmDyseHDyhsKo-_lNXVJyqUrvZUQ7cu7f42Fac4-dRIVpNKr0LonIcWFADPDZaxVG7uXApOBpdzVYi-nu7msOmJJCR1SJFN5-1jx6LK87JuM7uTlDQMmHezI
85,ניו דלי,"דרך מנחם בגין 132, קניון עזריאלי, תל אביב, Israel",ניודלי Newdeli,"דרך בגין 132 תל אביב מרכז, Tel Aviv-Yafo, 6701101, Israel",ChIJdZvpDE5LHRURR0FdUK0f4jc,4.2,03-696-1000,places/ChIJdZvpDE5LHRURR0FdUK0f4jc/photos/AaVGc3n08muCS5irAAO9s4wwk-xqr4YA-q_je2IrFJlVyoBp-24St0d2r4lDEa1OGk0jKpf4IkvvhWQ-VcEzLvLInP1vMSCwJOYHKVNiP209B4xdZTTScpU-ZKd4_ej14PUAyThdPkHUd1M-DjhAPd-BFKPvSaWCIiO2SmXMHpLWLw35c_4hwFAmJ9AIFQeoUCtJLPQnG8kgTLTek8zzbOnjWgSnvB5QKaMHwc0LyKRHwoANgPAKaCjkWWcfuLkGnyh8lgjrmClDNTi06lhuLjzJ1jX5ldxbmbFff2GS8wmcIxJaqA-Om0Qqy0GdAfvVVmAruqAg_VXSLuJj2Edk0zCWaE36CXpyqLR1JD21PreUF_fazt2TfZ-OBABpuyZGsINo52f94ojC7FLxnq-zG1W8V5WVkJLEvR55XCJk46EMxSmS8Q
89,פיצה דומינו,"לסקוב חיים 4, תל אביב, Israel",Domino Pizza,"לסקוב 4 תל אביב טלפו, Tel Aviv-Yafo, Israel",ChIJZUo5iIJLHRURCv2YH04YoQ4,4.6,03-695-9103,places/ChIJZUo5iIJLHRURCv2YH04YoQ4/photos/AaVGc3nIayvhBY3W3Ua1uGcAv-PqvZOy7GHymT9K7sn0LhVb6u0Qhq_vneXc6mMaRVmZ2HAZjQaHCgJ2d45q4m41ubfzYVO98S_Ba2EMZA8tqGbrTY9iX-zi28oTQQaZmo--VTEbwCF-7UwWSHwPH0y6iXZbvwa6SyblX0Y40KEr_CejpweQtrzATBy2nVUrL4DwzcH6SDlZdj8YrJHLJ5E-EkTugReIVwBmCrirF09J5zjHDl6bbTs1xO1CIVlllqFYwOTJ8DvhAkin-9v5IJpe-y5nBA0NgG_a3IuGDj6fSmcEmsBL2uQSxTUWnp9KDAXuvQ2O5SkOIqkQ1nKXB8p2xwUyhQnEY-8QGgNK5eHo9VxBCFTMJfZXzbk7wtyPXF0fDAj2SqQQzT0L5gDNyW03C8upq2v6iWAGuAPlzHZvhy39ew
140,קנסאי יגאל אלון,"Yigal Alon St 94, Tel Aviv-Yafo, Israel",Kansai,"Yigal Alon St 94, Tel Aviv-Yafo, Israel",ChIJGVA_i1BLHRURPeES6Q3DIJo,4.2,,places/ChIJGVA_i1BLHRURPeES6Q3DIJo/photos/AaVGc3mBn4zJRbZN4HyhzmFBMrbV91rXUFrbNf8HCg1kqlMSbixSIaNzNu_Ol_WnT_UUWW8q7RcmXaBKMAO5sfuabTAmNl9b8Z9hVvC1IJRUV3g-6asyLpuL_5Kadk5mWcUkz6as0yaVB_D6NGiNwcHWqP8bGZFLl2UQxftbNpwJCLl4k2hBaiVxH9DlcRVjdY9bM1jYAZUAVjb_RoISiVeTSlVeegNXbCDR33tlwUyIiWQ44KDV_d_5OloasiHdQ-qjDfXMCUBPPueYq_9_sVrzlqk9nupGtOEtD3Q2QPDYTO_wja4lm6DKJIc7-EVB2kOoHx5YtC9BXdpxVdbX6LCiEw7bEvZ9rjcTK8fwMcNyJH6sliyGVT36xvDAnof90mqUg_GvJPqupLBZGEsLuFBeWxhH-J8Tj5L_HKIXRyh5DNvUlSsP
162,בר בשר,"Hadar Yosef St 12, Tel Aviv-Yafo, Israel",בר בשר,"Hadar Yosef St 12, Tel Aviv-Yafo, Israel",ChIJYUcJV51JHRURDEmKeC3bkGU,4,03-644-4433,places/ChIJYUcJV51JHRURDEmKeC3bkGU/photos/AaVGc3nSenAL4CwKkXcNHfpK0RSOSCr7PjrYPsL7Jg5NrlmxjI5ajViPGa7QvZcbirauhUrX8oZScvO-RwKcvneSLLm3gqshCj4tUZjOsnOOTD0-LmWAc_6ajLgwoEE-AkJkgTAPLzKKN-iOGZ-FtOSQTDMuTzlVE3jd1V4tbNIOsPHI3bAVaXeVoFqSB4B-D1x_FQqVEicoVA7-lglN7dGW5Vcdpb2j9E3u_1ZsEOP5c3M1QJB5OIAtOjOr011PUmKy9lJW9gnFxPQrSYQTq5DJNEYydpzsmlg8W0LiI0aznB7eHXlDTutqG0Zq5l3Qz0ORcOXkq5DKIT38e62hL-TGseEzKqsACrWa6hmyzGtQKp3dkwmCvRHN3UJ_1q2C6Nqj9PtQzzDQdgrLjoiEzYCD3qmxFZMBGhVYMWnclXwagUBjS6Y
175,חבש,"Ha-Negev St 10, Tel Aviv-Yafo, Israel",Habash,"Ha-Negev St 10, Tel Aviv-Yafo, Israel",ChIJjVoRTGNLHRURCCEKi96C9XE,4.5,054-469-6076,places/ChIJjVoRTGNLHRURCCEKi96C9XE/photos/AaVGc3kY4HII9vuFf-z_21mUpRGDKcPxbIOepmSZi4EML_DMxDw9i-QmfO2Dp86mEJCk3I357Ssc27tx-Bge4JzqVS1AjXLMYrha7ybe4OvRVlSXtSeS7xeEEU3z8gTdrcgjRxPVNxF9NzbUa-xavxxUxRv267DjRbr-cFyPSSkfGyZh3uMT2_21h0_XwDWJnXiDQYI-ny2RhCS1N447-a-7HLJsa_GuNtcA293WNHmykyJJ7JleAEe7xZ_YiYQK07On1hnM96EBd0mVL5ocVW3mXjtIKkwLWYWgsD7RGNj07-drBq1DnuQkpnAF68B8rhSZgCkXG-oUJoL7wbLYDjQoDR7KROURGbHhRH6Yre2zvXeLJ3vcGk4dsoLzp_GlUlVKszUCKVb9CnDN9y1bAsdDnaNzqFy_hIBUV9qTTTYWx38
216,חומוס הבן של הסורי,"Yigal Alon St 121, Tel Aviv-Yafo, Israel",חומוס הבן של הסורי,"Yigal Alon St 121, Tel Aviv-Yafo, Israel",ChIJq6qqqp1LHRURWSaITLP7kxM,3.9,03-676-7505,places/ChIJq6qqqp1LHRURWSaITLP7kxM/photos/AaVGc3nfsXZOFKR2ljS3vtyVp7Z0L16R-3pJD8ftYTGGnfRvPREtZjxr1Rq3UwqP1_sncOvpI10NM64i0e_brxlU-6f4pbrxUXWGDwxtCwbAuXvZUASnszROFRNcSiFVaJnQAbM-mDN4t_XGfLeJlAT1MJ1iwhMRkT9tQIwFjaJIQDM3ZOtGQmsW20i1SIDunt18454WaICre_FlEKnW0SsVVSwIzqzimIUiTjCYmYEsVYVRQ157jqutUqrVkO4-gLYczGc_Wh1_wHliWgNVU_xO6iaQfTNIGJTsoBI3wbnuiE8bxK_yMuoMUw-OdZtTFmLpO-G8Qr_k8xcfaHBNJASw4pq-sowt4WFtnaEYBFItyj3HvkrerDpKkJvY5q8GGX3eZa2Io-X-iEteY90KjPm6dkjsxJTAW7LVTTTUCwQ-r_3qdNY
275,אלוף הסביח,"Carlebach St 18, Tel Aviv-Yafo, Israel",אלוף הסביח,"Carlebach St 18, Tel Aviv-Yafo, Israel",ChIJCb5xlOxLHRURRsWU4HgFDf0,3.9,052-835-5113,places/ChIJCb5xlOxLHRURRsWU4HgFDf0/photos/AaVGc3lPuEF6SwZXqkcPQmbMe0FjR-JklOsf8-5QELv5Mqt3qvaOilkYquc4IKLqIbfiS19CSaWNWLOgXcW-6GbNCC7Cvr--kre0gLEWZIMLOTZ6nZd9WP9rACANrsof2vUWKHRT4Iurq62DwYfpCxsfeBSY-n2DJlDKYBF2MCZ_cxC-Kr52VJVlAhbG-lTVtXLXVF_bWd0E0JGdMBcotgyuL3-Ft9YfL7b9SFI7e_wpXJgyz9YzQupjdXCU42ft9wmPMAMvafyM3S5dra9cnEzDok4uLMVqR1vnS4btmyE2oRMeVPMpqAI5tnvsiNkgcj503rXEneisBJCJ6coBrH3TiQWTBZQQF11YGJQ9BIz7nRpQE1BFUujp5SgHVJbWC6MXl3wou0y5rKxRGVpA5g3mwFefU_2ptpgxhjNZiPDxyRR7nA
279,מסעדת באביקה Babica,"שד' רוטשילד 60, תל אביב, Israel",BABICA מסעדת שף אותנטית כשרה,"Rothschild Blvd 60, Tel Aviv-Yafo, Israel",ChIJ8VodmO_rBaYRZVQBzcWNNCM,3,052-339-0044,places/ChIJ8VodmO_rBaYRZVQBzcWNNCM/photos/AaVGc3nzt_aZaM1ZElW7GWdHRcc5_bWcOgxK96cl2q8qhGwR-bk7cgzIDStZfdscaYd5x2H-3gVharnK-KcXVjJklc5FtB18xzq06aCnfjmYFRXBurU7yve9Uqs5aBb4NBGWO9kN1w744U1liKtOfxSTlduQUrNqldlf5WKeCnGTGkr5PIo73Iv1ZB9_V5T68WPTsjDZhpt60BTk6MBXby1ttziqw_3UAuBEIWEc--VJJnlkZTRyPfMbE1f3jKM9bZzI5Sj5N6t3n4XY7vWO_wB-CSZdF59jQqsqXMz0r9Nay4llkM5jRWqx0-aJqRMuBp6UVsYqRXgEvBlBOV5NmpAD8A7deKF3Rwr557CUMDVcVg9lfifFjSppBQGXd5Ufq8BR1koJhOtwnix-bdWD29f72qJGI061qETfHLd_d0h4nGik9QDgagmgUkfR_4p5QtKA
426,"בוטיק הפיתה סניף רובע י""ג","David HaMelech St 20, Ashdod, Israel","בוטיק הפיתה סניף רובע י""ג","David HaMelech St 20, Ashdod, Israel",ChIJ-_0rUPWiAhUR9WoRoqoUXIw,4.5,08-956-1000,places/ChIJ-_0rUPWiAhUR9WoRoqoUXIw/photos/AaVGc3nasOPG1nN-42v-Xv9OmCW18MG0z-gH6Oh3Quz_SfO5IgoarULioqHEUB-Rw4YOjaA6aUBAobUwVmNbEzUSpHYBYnJuZJ6Ja9fg7l72AQMmhlUOMkxcewfRTxAYOYVRlHTeXyGQ8Vq4Yn3ufk6lBiuF_8-6qfCFJJIwT8pCay6CNRq5gZMFMLl0oYQ81JAksbjPf1ESCbYlvN9GHhDjwv2x9GkdvEBElATKkTAJ9adO4y1FOUOeHVgbNPJWhmUakfS8v5kMOlAV4Ee4lVuvbmbI7FPOHxd0KGpP4xwogc4rL4xyl6hBgQDAsHNZf1oorovmJrA1ubk9DueOROgUP6Gsm-DofzlBY165kkdZM_nD3pg7933qkTfCAEOa1G9lrR3XONO626pdyNzpW8R1eFc3v-7QFr6pk-2MvT9l2V55inPP
470,Aroma Espresso Bar ארומה אספרסו בר,"ויצמן פינת בן גוריון, סטאר סנטר, Ashdod, 7721902, Israel",Aroma Espresso Bar ארומה אספרסו בר,"ויצמן פינת בן גוריון, סטאר סנטר, Ashdod, 7721902, Israel",ChIJZaDroQyjAhURrgb3RQZryQM,4.2,08-856-8160,places/ChIJZaDroQyjAhURrgb3RQZryQM/photos/AaVGc3l_66Cjyw3lr9hlXU2WXb_oPkEE90Dlh6r4Cbg-p18zcczX0Dxv-g7H1BAW-atGHFZgUGigkvlfkafFieVYx5a8eyb1uRlqNHzmnvYw0yL_s7GORE16h-1mmo0rzWJLT1cywfDmbTioZgw4kOAKXzcJQglJNAJ4VuYaYldGNnTjtWf9VJRDr116gxRu4izvVQPdGE44qVPo376tVhoegJ_-3PlQAzS9dkK048Jtq87KCTOe0XgxzwWQgFn2qgFxHGrxiYLaANgjxoWb3DPK1vFJ3EpZ6_oSAxGX_IdcuPnmjSPA59g9eepZf-aObNPZ4LqktEl2TRGiVEBQvVlKx6Ddozcsdo7vNMttSwd6RPrCADHPYb3H-zbNKUeuekbOk4r_MQuQ5v0SyGXoYIYUnXrfjX_scsG3ya0QoR9YRvqzh3PZ
550,מיכליס בראסרי,"מודיעין, Israel",Michali's,"VXQ6+7MR מרכז עינב, HaHarat 7, Modi'in Makabim-Re'ut, Israel",ChIJ2XBEA6bOAhUR854NBrduXgE,4.4,08-669-1000,places/ChIJ2XBEA6bOAhUR854NBrduXgE/photos/AaVGc3notCCWAy3pSfYU35FYvOX3TuY94sQQWPZi-wOnV97Wwiwlx3eOTTrDHq7fHSQVCPa-krx1epUmNzhiOE9Ed8cw77CSnRZGbmc6PHaEPHg8jv6gMNbECNow9MADJ6it3hxJorWp8qWcZL3zFUesJujLrxhhCIQDUdkAURUk4-2SKH737XPNOCCD33rDfE1_9TZj3zm-PkmtOKLw299swIc0k4MkhAxlhiqOL9K0zno7lYnq_lB19hqYomy7FbkPutHh9VxwsbpZvuip5sVGOyp6F2eagqAU_RE9ca8zB6H3sBB_IFoYOKlc17K-p2RPURVa3hM-W3WEaN7VHiLdovHKwOWc-MLoHdAx1SLyBfmVdD0t_iV8qWFcU96qnkeci1ueHsNtgspHi5TIvMjcVtEI1btJiMdKq_wUG07-Vd1EG16E
551,Alfredo | מסעדת אלפרדו,"Shlomo Shmeltzer Rd 94, Petah Tikva, Israel",Alfredo | מסעדת אלפרדו,"Shlomo Shmeltzer Rd 94, Petah Tikva, Israel",ChIJT5i50e9JHRURich5UvGkdAk,4,03-923-0643,places/ChIJT5i50e9JHRURich5UvGkdAk/photos/AaVGc3n-1DsgLAulA5UFU2anKKv3P3KwCy0gaudwFIUEsUt4qEksVMHf0ZSWqIRDqy1CzC4IQ8CbFWmCrWSlmeRDl2-VRK9Jb97andSivK32Ev_La6i7VmZA5eUdq5Rol5nFF3aAgKQZem6pyjVfRNArddckpz8praO6SEQKzkGTYIMXTrn_J4nJWR3fY8-YN2wIGE7I0C5C5BG3NZseSg2jgzJqNc0FudkK2iKsnBN2U94vZ5YIICxh2mTfHH3nqhy5L8oLIxql4rY36JQ7k9SJ2BmVlssM6BS4257NmTwisXq60Gp7_-vyslicH09RPEuH73cj7xpJXE0dBlP3bDLc3EVkc6rHvz-j1vLo9h4VOoG_gEE62m1DZ9ip6KKVSrBvYmZIf6ZmPIOjGv3m69Y986G9A1leIezsAAPG_gGoN5zl9LdY
555,Thirty Three,"ירושלים, Israel",Thirty Thtee,"בקומת הגלריה, Yirmiyahu 33, Jerusalem, 9446718, Israel",ChIJVwH6nJ7XAhURk-jr-qyddD0,3.8,055-681-0165,places/ChIJVwH6nJ7XAhURk-jr-qyddD0/photos/AaVGc3m9J3T_uU4b0qrbOlaleO-JmPUp-LqSjc4rIsC4RqC4hCzbvz8C87cEEcLX25j3llYZYq3wkW-v-4mPaD_zPD_tQ7y3o7W6qDUX-oAs6zNQ76Ds0lix90_63QWvV_Ew8ow0xKC4Pq_irgwOi-appgu5nfhDGi7hFchWgDtuQdhtM_CLhGNpxH9C7hIHbbO8cETBfkCobn3u6qXURo-zob_L3Gd99Rl9nnLnTANOu0UN9dhA-QyVst2OjtbEtVNl0xXZKy4SpGwAhFqa_-52SzhsVKFOCcu_Qxp0j3UgGPnQwE_Rlx9GHaTFiLXaz6xJXmfEE8MKU8Ey9z6531EmJvgX4M6aBco_kAjeXePIieNh9ytlKrAHCJn39-Fu8q7f6e2cZr8LRlIqpw7xj0YGFdrJbNYm8UhvILR10y3BZNzavSmrTXDzOQ4TXobPqBMK
559,מסובין,"בית שמש, Israel",Mesubin,"Yig'al Alon Ave 2, Beit Shemesh, Israel",ChIJdzb621rEAhUR2qV27cWVf3s,4.1,02-991-1778,places/ChIJdzb621rEAhUR2qV27cWVf3s/photos/AaVGc3mDvnDaaEPcGGp4I79mEZEVx2Prf4N2ZbMm9e5g7HNl7tWx_LenJPrAB3ORNgp-DpfyzQvqEsbeOT9LvJtc6WoFz7bV7iiqvAu_8zJdPeWIZssSIOweVbZL1h4fIm4QjaOPeoMF8GNlLLNGXoGTOTjdU87fwXDslPlhvrcW00t4zmolritQZDECANpNbfYS6osAHgtLAZn1be2I65dcomNoMKFLKtJrQsi3nxU7W3F9pHuhVf8tXGeI-ZEYg7bxwVU_nPVzFdJf6yJL6a7ZnP3EuRG3LKco8hyvVQ8XBFwNjSWH8x4ZfqFLT4gDGJhcmbEj00ajseXlDTD4ejGDAi9mJEPOQkVQEo-gVUtQ0GBteeSyPkbStcVx0Aq28PUUojw8BubCJOdN0svJu4TEpDNDuaT8vDGfZ3l9TZu0nq_dnQ
568,מסעדת ויצמן אשדוד,"HaBana'im St 9, Ashdod, Israel",מסעדת ויצמן אשדוד,"HaBana'im St 9, Ashdod, Israel",ChIJd5wpVGmjAhURvh-8SE8H7_M,4.3,08-852-2593,places/ChIJd5wpVGmjAhURvh-8SE8H7_M/photos/AaVGc3n5oDs_smuyw2e6mln2de6zEklD1ghE1cTv14Y8aHWsRCOYVGN-sh4_zdXlpVqq78oBs35rT6JRdXF2wQdtTNPcg31RWiYPPUiRscSp3Eq6_7mDBTSnNP7zs0IH-Bf13SODZAZWk4HEs26WnzhrhC2GO7o5og-NLsmhUbV8W38AtgdOvTbt1ACOLninqU1luvtTIt1lN_IllE7ZkdjUozXO7iT5EbXwvbIYUdxvQ5x1cs9vJD9DL3YblOx_xL5rdofYVFAK0hXn0yU4B6MXIFyqRwlWboHgW7qtoPO8rmLLIhmmI00igvtRNctU0EkD_iCSQT6tu_ScSBVkk0rZQeUa5pJ0Ukc96yVg2aieptTWurIOBnGKw43wpQVEMcQNvaVb9216fcPt1_Z6kovUFPFTcGY-9qWE_1eyucdzSmA
573,הפי פיש,"Mamilla Rd 14, Jerusalem, Israel",Happy Fish,"Mamilla Rd 14, Jerusalem, Israel",ChIJY3K8gtEpAxURbq4kplsAZa8,3.9,02-548-2230,places/ChIJY3K8gtEpAxURbq4kplsAZa8/photos/AaVGc3kb7iEI24tWKZaPjOnff7Q4GNL98wdp_15bO2tm6DfyL-aXgsf2YTvvSOj18rXgLggCB0JWpRjvcsyWFgFawhxjsHgw_4F8AzWsDyErrQT_933oCQEQJtAaWRFh4Es1ozOLbV0_Hjr1fmQ1A8uch8wmsUQtYuxiCgpHBRJVidvzBqW0JZJMdzy-pcWIbzz8abs_DJqcdg3REYjREKrK35OOekPSryhkgzbPIt8AiZNHA_aZRjrrz08UejEMzNOvh3RG9WrHKMKt5N5MqbE9FTwh5kUz6iVCh7Hf1sqcAk6Q5jsKQ7S_vwaL_McJcu-v1TF5mQ1BI-3myBzsV86lwt3hKxv1ROyJweUpwVbxFVeX-JKPeWFm5lWd-xKOUrT7qKYVfnEVAgt3i9mc1QbWQvoMq_6Q6rwVQPwyiC990bG3OQ
575,תמרה הבשרי,"ירושלים, Israel",תמרה הבשרי-Tamara events,"HaTa'asiya St 4, Jerusalem, Israel",ChIJSd8wAz3XAhURnnvm5q3UUBg,5,058-557-7507,places/ChIJSd8wAz3XAhURnnvm5q3UUBg/photos/AaVGc3n7xnkinTtzLWINI-JPygF2dlSD0aJHJTdMWkqRzBK0jucw-X8L3voFhTdDdwZVto1_9Oc7JRDKRdyY2AtLtttveFM4SjAKwKEPPYzhElQZKloPc5Mun4h6OVDrbY2oQAFJLPadYL9H_uBsVKGZLm-QoKlsaBqj_vR6KJpHP7EnGDu1Ne1IZkkdSaK_slxmLp7EQtOYp2qx8X5ztyT9WQZlPZq0rubzKE7nfxP-1skE3eDNWqYSqBOWcd7bmnMUMs-TH8QDpwj903R6LkQ0A9qCKNVR-Pu02vz6lDpnfPj7FgPtki3Y060CQ5UrNBnQgHtIpNhJdnjOTthqPq5JBEAKXJ2PimHCClEPFm2pX0usjTdiVoHGE6e49WVJIZ8WEKZikizpiR9YGuXKlr9L4sG-DTCC4d5duaAeIKtEw5HDLrmBucrvAv_qEfnDS3tj
576,נויה,"Queen Shlomziyon St 3, Jerusalem, Israel",Noya,"Queen Shlomziyon St 3, Jerusalem, Israel",ChIJX4cEGNEpAxURS-pljMErU8E,4.1,02-625-7311,places/ChIJX4cEGNEpAxURS-pljMErU8E/photos/AaVGc3nZmBFhCyOVEcgyL4mryU7OGmSaGiqZB799fIIc1a5VRjp0MAWV1Be_GRM9eR6D9Pu0xGdNl3g7eccrPTS_7al_okx9MbbwmaecZfQ3d8FjddCuRBUV_9NiI_P_hcDEHREyjJYRtlMX6ipPepYWdC0bLremepMqZqAQec2O0jBAwpypVScLmJdyKI_-3NCn48yj2any7_6KlO8ByZuiJ-aJhg8ukqjc3xOENENkxdLR5E83l4JCWL4GnN2oo09osrk5mU7f5Mdc4zb28jdI6w1hm52G_DQ5FnucSE6XxbWXi1OgduDN81UHKLzVooeokMP0RuiUd1vLW7ZtFq2aFyTzh6opkH4-FhdOXZVizIsrvhxgj390VR1PBlpnIC50tholKVYfAWerWXyInios4hVnPFayBPUbhPDAAjbA9IeMujorifOHCE4lukiVmA
579,בוש בייגלס,"ירושלים, Israel",Bush Bagels,"Tsfanya St 61, Jerusalem, Israel",ChIJXd29jt8pAxURsHNdQ00YSZg,4.5,02-651-4123,places/ChIJXd29jt8pAxURsHNdQ00YSZg/photos/AaVGc3n5zUmrEsNU5kEZw6C-uwaxw_KjH1zZn_tlN1fR5Ad06zXeGYZG7Y3OTgjYINkDeUc9BB8JMVciS2ucHRbdJvvkF-vb6FnVY1-kEvO0Xm0kMBmRHtwVyf5tc3h1b8yYI2eWSYmcfCzLjNC0LFuq3WlF-BjpeLydLk7UTswVostln2q4TDmfHQhxqDDWnzW6NGwXeY1rBMolOvJnxzwe3wI77KkS5MKB0HL1_iLvPCCgzY0Od-fcT0QMnUescD_O9hFlensBeakrotulM5wJ-9NzYE4w-Pqm-tZVLWMWa9ABon3CRUleHxYL_PcmUZZDnqQrmHoGSPsomtnPNaF-Cfi4lFmnpQq94sLldE7XnyonRvnIPP-hTO3ZsMBcGBEuulASdX5IU-yT-vdrAfILy3zEsi6YxH6DvFpA4v7O4HtjfrM
580,בורגר בייט,"ירושלים, Israel",Burger Bite,"Shamgar St 16, Jerusalem, Israel",ChIJg6sIziPWAhURztQgUXI-6uE,4.3,02-651-4260,places/ChIJg6sIziPWAhURztQgUXI-6uE/photos/AaVGc3mFNK1vpfrq-hwQB4hkZWbQJWfH6YprvtCiiJK43qELHf_2RpINk0HnHTQlqiwfYbJJWrFzi6IURaIuQs7E5S1lwuIK4txj5GznoRDG0QBvABN47cZWr2CBsr-Dv5u1VDjjBibRQCA8S2Rv8GRh5Ixd-jSct7EnN2yP6IM7cEuqafpmHh3Jq74lUlEr7fVgTCXvfDzLAaEPB8SwLRkQEg0FcLAAK27s82wxc2GvPAN4VfRGX-Dy2zAxMM6KEihiplAhdFoExqLRoEkHMQS8Prsa7tmsNP6x2HkEAOnsUAB3QHEwsqu7EJDF0lhj9QId5cMGWMMWYZfgqtIe6nZpH3JkPuUaYCeLFTE4kAE4XTd_2eKgOiEM-zsn_EcApqAEYFEFIdBrXW_uVvUl5FJwJcnAh0nr_VwEJc8ZHc7y1T3e0tYD
582,ניו דלי שרי ישראל,"ירושלים, Israel",ניודלי Newdeli,"Sarei Israel Blvd 15, Jerusalem, Israel",ChIJ-_GmcyXWAhURlR72FmPsfxQ,4.4,02-629-9744,places/ChIJ-_GmcyXWAhURlR72FmPsfxQ/photos/AaVGc3n0UqM1aYjI490s78eydUDF6p_y88EjSHqNgGgeSnzo9xdGBKKsIOJcSp0vNKCzr1_lYtQFlefGk_zqcN3cEFOi2nR6PS3upf_V4Yg5FlYKoeRLthDkhJ5b5GLsGedT5-vcGF94EPj75plMzn6du7TJnLnuDUvUGpA-iohsyU3tHcT9eBCd96bt-LgDFa5ShOcVEtUFLQlF_FgIpzHpahKac0OUBhmkQIZELe-iBevp8yyRN08U_8rfQ8AB3VKwnSa0n_fANa_mJmi1mRNYYQMfC1hsH__Cl504hVmWJZSOpXQ8t9Og4MiX-zRxXXiFchN1A8HRQyP7aqrOrOp843xJfAcrFiyxMvBOQD9nphOfVeuGZXIL8D5wtmeug0TCf_lGvI53QlJMtgL0lc7aS7STpjuziFPDEoAdxYMEELzCvg
583,פלאפל מוסא,"נתניה, Israel",Falafel mosa,"Sderot Hayim Weizman 12, Netanya, Israel",ChIJ6d27kKtqHRUR0hiVMqjCgjw,4.3,09-865-5500,places/ChIJ6d27kKtqHRUR0hiVMqjCgjw/photos/AaVGc3mpX8c0ZtskxNgj1tGzIPU1UwMisAciVa83dhRHauW1wr4QRrgoY-WvsSnAHMTLy-M2IOK9EPQdwH4mhmbrxKvR6mej4-rVnt10hjrBbbY9Zdf7vxHLgNWXiMbmhU1iDCzYMph_DSe9pA98QixuDtSdo8TgcUZE8dKX9grOXUa_sNi4PE2GlCWR7ZnAlGd36kEMxcTAtE8flZGsPmO9ueadx8DTiOssrE-SVZE9DnxBYdDgHPzWsDiRjTrWCOymHU1-jt47aqJJxCZcnzZ82PYIM1a4hw7Juk8m1-Z4jCXhTb1PLBS9_XKqVAIVSlecTbjas5dsadY94VsJ0ylz2PfNu5myBVVh9Pz6aNur-W6W_j3MlXYAn1YNwT7CBHNY5u7NRvrIdd0bZzAf8SxNREqS_P_VR-JfsrsR7zFJJWJPoA
586,פיצה דון פדרו,"נתניה, Israel",Don Pedro,"Herzl St 5, Netanya, 42400, Israel",ChIJAyRw-KhqHRURprEaYR9WKrc,4.4,09-777-8071,places/ChIJAyRw-KhqHRURprEaYR9WKrc/photos/AaVGc3mnXCGF_vX2AHHSahqrOA7LvTCkYXulDBrvJ2-JZS3tcN4YJqz_os8ym2ft3bil_9lQatL14qTHdRojufF1ixT7Rpnz3NrWZitlEv3OSDwg2uhFm11IHzErUIeBhxB3sS6VV_ydpOvQ1kHGviS2xsB8BZngKBfoiNeRys9EoiUu81kNkojIghAIbyS_zqHRv3IHlTcm7KVlK6mIKO4_81qwfNKYyPhDQPGvo7wUMoJ0Y3NexCeCV83Z3hc15p9PziPpD3DBvP61wX_izhk84I5QAnNnOtOGiFgvD3LXet_gvbjGWelaoYizg7hGO2Pu5eSS57VDgtC-u4-skK8BvpEF4iqucwpxEg8tI_QXB9MUi2SuzHjG4gYaQA8Vc6W81i-h9HTx9kO1lWT36hApYLwoxd7fsZquBhZ9r_uHLGgBbw
587,גלי צאנז,"Ha-Melakhim St 6, Netanya, Israel",Galei Tsanz,"Ha-Melakhim St 6, Netanya, Israel",ChIJbSqTWrZqHRURVrzcW7vdI5Y,4.4,09-862-1777,places/ChIJbSqTWrZqHRURVrzcW7vdI5Y/photos/AaVGc3nBSbEBynERXHbPqbOPpvL3EYtP4qi2YvLaY2ik3ByOie1310-nawSL5XQVDgpMoL5XHSw37AQp7zNE6YVrsAFRKjD7TC3jDW3mqG4US3Fdsy2p4YfoGznkZcA74IKZeNj4DjeOQdWTNDqApIjL5b2M3-nPifztBP24YdJxbscPbwa8K0aeHjoFPkwDLW20DotNOQLFzE0g4BhqivftKkHQeSMpf2zzGOnZm5a__JWoq5810pjsjaMpbSARV9FORTw3am0TJefSDD2SuYxpJLOus6b78yeO0E3Eq4ca2CA_H6WhWTjLO0x1Q1DGlSpMLgcZPb3F6-kIX5Ydx6yPhlFytevkn47ow0SkV7QmZjhAi1_f6t_nBl3GKqhaytGATisLVcjCYN86fQXEFn06V2EaJ3Mi_sQ8AN6JB4Z3MCYOzpeC
