id,name,action,reason,old_photo_url,old_photo_source,new_photo_url,new_photo_source,new_photo_attribution,google_photo_name
6387,כשר דלוקס  Kosher Deluxe,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418497/restaurants/google/restaurant_6387_google_800.jpg,google,Kosher Deluxe KD46,places/ChIJJ2FVs_9YwokR2VWbFsF3Xxw/photos/AaVGc3lwGOG2zjkS1aXmKIwhEPaVMzvXFjfBpZoZAkP0ChToWEKjtrAH6chiLxPx78GxmekUcuEKWM9GbiR5OkZ8zUojXaCISdNiOARCbjpuGECJPOF8QsIP5M5ojKXO2dOPJ7Y_MDufufzo0oWlIBuQa0xU441HvGArZFa0KwNBctK0WYoxHnyAm48YswuO0b4CSUJ-faPZ_R5W_nlS6StJwhIeGH73gXoOgWK6ImgAe5CI04qFgO8mrvh2ipeXKp9kDRxTzBG3MAFwdaZ_bRV_rseQBwHS8gYAQLnxhH36jnLFyUhmH838ZEJ4cUDHrh_ynoTyt-v1K0fYY-OOKfH2WrEOim-BgYfTrMtegLf81mFHryHmF5iDUhxgJjpXgAhsdJid0hT4it5wICG0rYB0KYX19lutd4zegA08tR12Stw
6388,פיתה גריל  Pita Grill Kosher,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418501/restaurants/google/restaurant_6388_google_800.png,google,The Original Pita Grill (Certified OU),places/ChIJB8EnKORYwokRmfqNYYVtnj8/photos/AaVGc3mQOqB-mJwFvx21I9T8uEJOnNfSRZd-Xg4fOgVMIGtwT4MmZy2HHFfsRcPkFTkORsbr7Cwn8NSpSKRMpviAZN6LvpWoCHf8FkhiZGPIUxqlfR76isMsZjWZl0ie_80F4VRmYV5h85UDKoYjQESdkv2w6-IZtqGRBC4lrWKLFDOAVzzs_vfY-QRPhz6PTp60d6AuBZ3TtUVa5r2uBMUP3CpceJsGrSemkhMuP532RJsM0x9noamx8O80DWgQzJUn9KZXHLCoYq65ESk1331b5qUQ4SCrE1ernF5gurFRDNZwpJbrH312PlLxyqnCsOaNeGwvhLXdKwJUX5u4RunB_9JZFrHP6XjoDO6tOXTBFojYRhaWH4kVuPaIh0704sesbwS1KrHTXEznNc0dxHZ1MX8QW8KB7dWeS_ZFEv4-IUx4qq-BvccSs__uwkWVS110
6389,סושי טוקיו  Sushi Tokyo,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418506/restaurants/google/restaurant_6389_google_800.jpg,google,Sushi Tokyo,places/ChIJ3TKScO5EwokRvl2VGzU-GP8/photos/AaVGc3mDb1Ez9IDpCZYXUDujUO79dBAfz-UWORJ_erawvGYeihl_udX4tFrxorUlO26ctc00UiJCOovM4qHOnxsgLpxQTg9nQSKiiOPx1HFWZTMQ8gqc3YumJU9NbEC0meQzuxgDtS640nCEFhm7rJpfbKX7rWKx92A7C8O2kdF_-7clI7e-SDYl8zBfuuPTw0tui6MShH4vi7GoOF6rFtMhzSzSGMueUurkLMCPyTRmVYVOse2IjcjhfN8wyPwNB0xAR_g2otjGWurekLxo6oDR1zArcORczr664bTyY0-gQ_hbpnPEEUc9-jj0tXLdxBmTIXFuos6z9Vszympzj_XEdaF0bHGVVKU2ltVnrJHZDuXlomgBoGsl3MC9SVhLUz6cJSoe8LHGPPEx9pisz-Wlj6WU2YvPn0XxSxdvS0GOMe3rnw
6390,טמפורה  Tempura NYC,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418509/restaurants/google/restaurant_6390_google_800.jpg,google,M.S,places/ChIJozILkmBZwokR1oZMQrIgVuA/photos/AaVGc3nqgX_MvFr3d81z6jbYSAdW6WOepbpLh6F4IBWUlVb_P-4usPcn7dH-8qaOgDUXMj59kYYKJFHYe2m6b0bmNZqfo2Ibpl2xROuogaf0CcYv1DjK_ZwmxHSv9pHrKxxEGWF9qdlSBb8TUvLhapG9g21u9fTi2jF9FnbeuvNJb1l9yu2lpfwXGK5Q6sTDx4eQDUifwmTUAVaJSWyHwU_SWryorljRUUjI5aT47HQqyRM0ExbbAybmjcQex9FoveXY-OZArYdtkCZBTv0SyNG3ihGAp5OOy_F7fiu6-gWyz3oXL-W-0cWD37aLnX8ortabDvlEKBMb9IY8tS9rONRXDYaiwCi0l8BH4AlEg0-xrPrA3sdflBrFYjbwzUjF97rWM0fn4FcEjTPfDtiDMrK8269RPiItGipK0SCRdbhKURQMg0KE
6392,מסעדת חלב ודבש  Milk N' Honey,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418511/restaurants/google/restaurant_6392_google_800.jpg,google,Shaya B.,places/ChIJf1MYtv9YwokRWpMQlbMfU_g/photos/AaVGc3kWu3L6k67cytkKbIzXvLfb-kyXjBpOVh7LE6kSu0WLn7tsw6XmkZWkpGkKtqR6nnDYvIb1Lzp5qJkq5e0OOOU_Pho4uNH3lqpu4LRVaE9w4MJFZ5WSLzYoRqvZV002xDC_scpfwtmdEvT3Z872obKe-4MlJALnsVAgzPThHGeUGjcauZQUlyY2XNbxz9p5WAJXVJfdZr4Ded5zgg4DAz8JOUt5jGJN3kyg092t_m9EUeuW_meOpsZSdzVIu9XSSYTmYIlOTEUKLUxO59pICH8bPHbJNJgoVaRoiXefyUeNp9auqQ2rd5HZGDzhCT4U3VkURhltJkmNvzwv8oywNL5X2ulWv6QeJ4zBaz2YEycJdM9Phd46EmxFFrcjKzRHKJLZhxnQNnpT6eWlu9gsOidZAxe4s9Ps00T3LlMXsjdxBX-Y
6393,Patis Bakery,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418513/restaurants/google/restaurant_6393_google_800.jpg,google,Yossi Hoffman,places/ChIJxz9AbglZwokRK5F8XW0kF9Y/photos/AaVGc3mMaEMj6C8gpcBl23bk-6c4P38oRdQFH8Sp_91YI_9Kimq0VjNx2_0XntznjA3YkQy4qGQ1Mx2K5x_GkAv7j9lWT6PMYRbaAxzTuWR6NqmKB9m0dLdZK_aJQxT6FI8om-25ill7uHgUMvk6kEcrIzIBn85-wKcNCFoFnsmnYNslyyr8On-nL_O0ApVfOYbJXTqxBa6iMZix64_FZR8neNqKZlYb5FFooWB24M8_0UsHKm7lBG70ckP9RsVXXSHLN2nCFRfY6mZiBV9k5oehQ465OMO7qQ3AHVMeR6R2w_WKzt0Je6vb6tx90OJlqNi0pV2bcF4FQ5h9tqrO7K_jfQs-BK-6V9L7GY_QVveM62BtV2bX5foyVX_3Thv7a1U2EnGHS7B8U2x-4KVx-X1tdeZs3rGkNhgBiHyNbChX6baWdHxl
6394,מסעדת הביתה  Abaita,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418515/restaurants/google/restaurant_6394_google_800.jpg,google,Abaita - Kosher Dairy,places/ChIJEWKPJ_1YwokRoIcOxfVTe4Q/photos/AaVGc3mZ52ObGNERZVHhnudzu4FvgxLUqhBuYgvnBrqircSprmFcV_b44kkFnMZHgqGSMJzR9SD9XT2XFDJA7m6rkCnXj0stqzVR7Q5L_wYUcDusH9XGm95dMZaJZgNXSCSlYZUorN8qdXDzZfCS1qUouFtzjALAOEhMsDHi3WJy_-SAbXElh5bW84aBEa0U7HODbll9I3YKqj-lQgWuC-JLe0C-ZMCXFenObD2iVg60xdJWUVWrTXUqMC1pG8DJsYtHarI5GUiwUxzd4RGZ5WgRLmkSRYNOntsJIQfkmIuZRuwI-sv_glypPMa-hMsHuzf_LitFZikbSI0Zg8Obviqk8nDES_sxYvvYbbxuRMVw7m8ehuUxIXCqDDGfHgRPY9rmmeb3awi4firqIlzuQwyr04vdBKKqFzE3t_P5Q9N4153NrPLJ
6395,Noi Due Cafe,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418517/restaurants/google/restaurant_6395_google_800.jpg,google,Noi Due Cafe,places/ChIJ35dPk4pYwokRbcEIZeGqtvg/photos/AaVGc3mIElEs4U_sqOeszOMj9t-SjsuPUxf6Lurzyay5wzWt6qOpibqD5vqdrVSPSlOOzXoMsMkV2F8TeEpU9NXd1bfMS_d4mp4XDKgdnk9Zav5U1FY3DtC7Draeq7_uh6hZmljsst17UD4OV5TjmpGIBee9hD4NZkfQcsRGVgDVYPpyUxPj32Og0I28_cWeG-dQ1mLKhZ8-oNXVZnNCAG0E7-klw4V9WdToDNCTg9iM2WOeOutMzAT_uR4uFMBB6-OUY1w9V5sUB1Wsfe58zSRCu_MtzMgQxdL8FEUdAB9Lmebe86W1BpeP2xkQyucHBCImqE4qVFCvjRSRpty8MH8AIuLqd8Zi5KYlbeeYgH8XgbdzHjJD_cp4hLmY7-72Pke6RrXhtHsaUCTu5wpXU_kpflnaP-d7AwOYHAgNgn__hYCh3w
6396,ג'רוזלם קפה  Jerusalem Cafe,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418519/restaurants/google/restaurant_6396_google_800.jpg,google,M G,places/ChIJDzPlkKtZwokRNarnEbpnQdY/photos/AaVGc3nFhnUYwiSmfJa-7S9tBeD9jbr170o02Cs9mdUzOOZkqrJik9sqsyUpm3fbmMMW3rE3wfAmKjkPGihvW1DFPAUkGbvohufjieGY_Gx7XHZA1g_16vEPi7yzq2UnOFLowms21j1Js1Yo6mmef33FKb8etEcDr3sJk88huRIVWaRrp7pF6CCpBt4uRXtUymAJ2BgFFqYdEb89tPNEWPzox73nXeeWSBPjH-5nuAvNduh1lR-J7iUgGJfzKpZnI0sqxLkGqWVHjYO4YVO5PB5soUpjotkd9Fcj_nUcrbt72L823M9FhlxG43IhcpjIZDdyUbmcu5x5-yclaeSqLMVw4oXN2VqsESZhYnPn1cjefjSTH3XDDf8AuRh2b84xf4W4V-kIauVj8XhvMH6R3E3oBBP2M1zSL4MdxMazKk9VVAjCjE0
6397,Tiberias,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418522/restaurants/google/restaurant_6397_google_800.jpg,google,Tiberias,places/ChIJGcdkdwdZwokRbnXXjTItFDE/photos/AaVGc3lDe51FFbemfpwDnRSatjnbiqPgp9ZQs-0xoYCMKthbIEt9BkSD8obDYGcwRmVhdjrx4C12WN8w-WQ1H3-s8knxu5gPwULXqEAJqjkjre8IIwt7IJvmHLePYvP-K9uYpqXvUCldQbqwsq76p5SVZlfSJUAbqs6I0VlQKKrRyTQ-gf4-iG3koJ3aB4GCSh6Iv74qt68_faJJYAaBxCQwM0gpNN33oy26F2yLTbU_5c69pNju1WN8L3yhRnrFGRkuroOzt2Cx6G47dwZCUd2lsEmFcVMqhKEfyVMya47fFGPi-vCYlidibC55p3BPZ6NyuMfcEfw-W8E6IJLJr9DJcaS3hOcR_RVS6NCDejwRC1xcCvgY9vkNUPrKOY6fJjyM11GoZdPxl-_x21RmQb_Cef2KzAcK70B7B9NL68rTGsX2BkPB2XKnjZUsZZ3ZnwfB
6398,Modern Bread and Bagel,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418525/restaurants/google/restaurant_6398_google_800.jpg,google,Modern Bread and Bagel,places/ChIJAc9IDW5ZwokR18hDD6ev_j0/photos/AaVGc3lYJMrJn-klZPDNzOLsBweSiUbVoTocvyU7oz8npnpClGISeH9K5mLZN-199d7l5rJNSCMhtJxStETQr28tMff3WtqRHFpnTH1C7HwpZwSA7U6a5iI48_BD5ZCyK8z0e4fNExVyiYYqnkQE5KCI384t8rQ4rjv6TcUCK13QbN3MizmKu5M6JgXJCxhE9X_edppWgVJcOM_XW2Dv8vcuCXIdtbTk67zLeasRhASRfg8QnzFY58LkvdfQ6l3wmUtKlbw1Vgyg9V3QeKy-76jau3Oe8j_K9Q938ize4x5AIJfwmQUdP_cnfaX2upzsiyWLmsaQLXrbD7b9A7W7YH4UBSu6TZdTsVHi2AXeenCMD884BNJH5rim3P40cwJd0VKmI9i1qAn32kakj_Y6sW_6bhWpGV1Rglj-e2iH8TG20GCykA
6399,Rosie's Pizza,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418528/restaurants/google/restaurant_6399_google_800.jpg,google,"David ""Rev"" Ciancio",places/ChIJw99HtvhZwokR_o-6yvs6szk/photos/AaVGc3mCsQ49oAi90jydVNY96Ge6uvpvXmiwI9N7aSzldpXjVgWQ_2AuN4B-2MNDlTK--Bnvco-5DL7RbVAT07GvUJzj8cc84orIT3HTmik6ZtOnw6pJKGTUMePLVeHNcN1dPsTX8wf7DpwjNl9-1csFLFY4webhNdPjEX8RFTLlcoqnBsvO7MS3OinciTGGGY4Ae2KbM8zfkZHBcupQXWeQhlRdMdrfXp2ytbglwJhghBp8nLhlMBhyrmnVxMyoFsEFPhSz_kaMykqSnXTYpIzzi5e8u5fBMms_QkLlz6wzLDj4662lttnzyTVFbDxz2kJBln_u_OtrskS3Ily5E5SxdB2zudkyd9EihlT2akMfN0o12koC6KPbbcsbtqfdbOmmH9mTbTr_KLaKxyH0iRgLQeZssB6X_4FIVxuPyQtQwJSXzdPuycYx1BWrjoNaUcVa
6400,בראבו פיצה  Bravo,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418533/restaurants/google/restaurant_6400_google_800.jpg,google,Bravo Pizza (K),places/ChIJ44UCRgBZwokRyhoc8_xjPkA/photos/AaVGc3kDTOl6xenWbBKB6M5hld7N8WcXim6TjZrJVAqQlhxWFzB86CutsFqIauRfP54hs-Lh62Sdv3fpQcuRpfK7e2GhtpWF_Lk1stXUUi-r81PujWsRcCssk6xykfMngdyNyQ9fdUtyGsGI8vxHfGCW4qtQwBMWqFzgKtP0aowEFGcb6xu3K4jDZxWhwiUSQbwxDivAl1Fh2h4bX7HIqt8GxqT-YFT6pYGQxV2TFD-Du0MDm7bpoXVFv2f-GAaFkEOVpC95EEKgmwOLRC7OsY4vjCPGGN8SRnZ6cPRrOzPbCRGwx8ezNIcHWFbgCTdbXPhSYSqclthO5Fvl_0io2yWS3OVpfdRoNmK5vODmgU-FKgfPxLhk-R9q2Jth3K6w0UXKUSTHmFQVPAUBPqhj1zRZluypNQg8MAcWkVrMCQPEL4s
6401,Bodhi Kosher Vegetarian Restaurant,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418536/restaurants/google/restaurant_6401_google_800.jpg,google,Bodhi Kosher Vegetarian Restaurant,places/ChIJ9zpnPidawokRdhxyso6KXKw/photos/AaVGc3nuOXBcXGGOzEbUB9IZyGLtW0ih0waH1XQtEDc2jhqb0blYRtHlycT3XpYoJ3ZPXxfmQ34SxXhyynJvCxDQ19YaWOuhk8DnlJArU3LFFyYuA4BB1VD97HSIYkAYRSuTpLkICG9epkgRIQwoN1eN8sIernDiv5dI4aukphLVnVhEFH4rNqvHmLS3ZMuWf2843_AdyYOsOjAY2e6gB8T2XCg9f-dW5lRGEK6USMEcfTRP6jznJ0S3rS2ZO6dMkbzOPkacPtArxFu_0OoouHPe5ZtphZVWo4maw8BYczg3APoQYktkACnaTv5Ok176OUaiO2LHkrZUZaUclTYCgtVykkMQdLTRQkiCGX-4IK7Y5D0QOKYLrlm9zTwp63v2u-QRe_tc1Uag5BLEm0QG0c93kobM3MN4lz3xGr5LE7HVXe7awg
6402,פלאפל מוישה Moshe’s falafel - הפודטראק הכשר היחיד במנהטן,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418540/restaurants/google/restaurant_6402_google_800.jpg,google,Moshe's falafel,places/ChIJpWnB11lZwokR0L7eQmeOZ8E/photos/AaVGc3n4FLJLl7ZuxiUraDM3xv3Ks6vq_v-CwdvJ6rprX-YCLQdEA_vwrMNTc7qs3XPN7hHj_slhn8OJFjctSiJkvaBxTsdNz9jzSk5Zrwi6t70-mML5YHcDh16tT3hmLMfEpOS_-XeJvSW4Cw8xOdCTR5uZT80Rucq-pCU1bPc5LLN1_HctAx4Xz-It-UdzLxDDZRGMcQ5-LtzKeUDazzIAQKIrrX_zax3jdKrl_VJay7ShrRcV1M_N3dz3EP8td_I8WjJ_Sso0hYFLBpN5CrkbAzvABwTrcdQ0Zdj319I6oEXraPbAOZzDFnYb5abGTSZxvx0QUgHgJA47ZaHzH1Jqzr4jOj7ziDvuFZ-M3lj1S6N_lifl0NSPPrcVzw4qHpfQ0w_vNkhRtLFzj36-o-tBdL7dAs0lxVuwPVzP3cZo1w1QgQy16n1C_0L4VdPDoHal
7714,16 Handles 3rd Ave,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418542/restaurants/google/restaurant_7714_google_800.jpg,google,16 Handles,places/ChIJASetWQhZwokR7DIYAdvC17I/photos/AaVGc3lyAnlMThSPSig-7t2NKWIgTqrMYsTLCDWOJxOpHNmskEP7qGr20voEpnifqe4vsnddPwbODcFJx0P2nk7gANGMz2KE1MVOJBposEzn3Sczuyf_No51BL35BQlilNeVaWPmpPWrNTrmPSjD5DMu7VHPDvRYXR9ybAuB9ccM2w_V40HeJ1PLlxKoIdVtgzlPXlQzCbx9yc4w6PNRCpnrna6CIHthMCNRCJau8GGV2MQ1xsXiq6GloOFm--K9IAbqn1HxdvRo9MV0zUyGksxJrgNe1swtmpSt6E5-HdM4iBx8kf60Ns-SdaxpvSKuflHuB8jSf1G-fLfT8FSbcTbbkiS7SSZZONLA8q3bp4KNyMqPCh5TdiY8WGWfCX68DwzvV4C2R4qk1Oa9vXTkuivbkFM4pDhxhhBqTgrkAXcMMWxmYQ
7715,16 Handles Amsterdam,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418544/restaurants/google/restaurant_7715_google_800.jpg,google,16 Handles,places/ChIJXSh6oIlYwokRuwcRbWkNsc8/photos/AaVGc3lVih7j_gtSF6ZPtVMhN3X0cIE5yCUtTx3ASOmilFG95Sn4WNHSoESPXTrB4hSQUjgCoG3LZeiFzqzTXIZ8UjXvNT6grs-g7v88x9X2ypNXP6e7Zb9eJHWiyAyWo-RzIcy2ptCUD6T_Cxqb_9AiZT5j3D-0zwnYRH0L9gcqRpA7h-IKzjO1hH_QCw_8zuoUck5IOplGv1tE6Gb2buf2KXSiKhgECjkcawrJnaLN8jxYymTU1ZLGzThnZzrCoqLR3QGEqH1cbJx3kHcwHS7qFEq1P9lhAxnRbR8O-MKxD6EmT0Qy1K9V1kk_W0wg_cbn7bgQlmMpdB5r0e4x7RQRd7UkgKNeI2qurtcVJzk2eruj-lCcOs_2Rn0ESjysnzHfn_B0aEwYXhdUOdyai62lyMEQ-r_YQJgnx9mAcP5s4ixr6A
7716,16 Handles Chelsea,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418546/restaurants/google/restaurant_7716_google_800.jpg,google,16 Handles,places/ChIJ4bnv-btZwokRTq19ZQqUo9A/photos/AaVGc3lfP3fOEXhdpeipsaAWCgbcdfzOBiVIWRk20fxbp-WBSr-Dc9XCYmLv1VKwvrHuCHIuClEZGcS9AZ2nAlT7gg2kYbOz28vQg_AC0a93hBuGOSQhy7pwYYbTBY4iLaBWYQID9YJB6Y1r89uZoxAJn2PqVhgTSjc8PB5pR3lbMy2oF2TJNPQyiZRWkSACBzhZQL4E0fdGwOZ-FZ7i_UA7V5azWQElfeVAmQPBKVPzVDHVzbdGDUGzjHc1bJsKCTOAz18z0csD3oNGTyNPIVIuLidfxFeDOEVzZcBKvvTHvEEvNKepERqw8UpSJ-dp1BBpjSGD7oaTN-9vYa8qEfGrzp9mv9Rdemn5xqzyV4PtsPwE7dTkhZLj9CU2R8ueeQ_F1jVXAdgEDyxs3CTNb-0FU3pWph9pUhK2-74IMQBufOOLbqIG
7717,16 Handles East Village,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418548/restaurants/google/restaurant_7717_google_800.jpg,google,Dennis Brewster,places/ChIJPc5KQZxZwokRKfV-SkJtCrE/photos/AaVGc3nH_fOKQSRebhBvgvTm0phABax_7GJ5KfbLRTkIH90YHLZ_FZWurKVXNxf1ujryJt3rqg-4Vo5EgfDIVX-T8IxZ_rr-tIHFHcMSzH2pXNhtp541NJYol-7EB__ban504PLJhXjDwT4NpkBDSTT1FSbxubbhV3moHTocqKlT-4tmm5MT8Sxr0e_U3711b_kGCjVd51t0oftspUSwrNUeEhbUbNSHwZ5J336qbIO0MPrpli4zxdm9mn-nKM1hiHM8Wbgz-DunPE0YyCY9k44iVA8jWd2PSWYxrd5r-sC5OMnwh-Q85ifdhvl5A0puSTqc70QzimNYcmCde2yJaIUvPIKX0kEejO7GU7UBHgIgErsgqEhHssSq1EpLBt5OWekZR9Jn6GcFNjIYgyHejlH27L5jUkmXaAQzstDH6eQgsLP6oQ
7718,16 Handles Upper East Side,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418550/restaurants/google/restaurant_7718_google_800.jpg,google,16 Handles,places/ChIJO2Pmsb5YwokRDQNdFHVsYYQ/photos/AaVGc3lCuKhFng3jyctCKjOT9XpVgiJXOy0z43S_UDpnGAyGAdZ_xl0fGqZBWA79ULZfBFBgCnEXkqEXJnKv12-1HnCA7lp0On5nrzmWV_QJx8shsr32RGWkHqsDWHsdU6IAR5VhsahK4kv3VjAB4pju9sa7CZ3UAy-WbVpRLD2Am80Fmviy8myvOAeBPfqrmIvNQvbwLpzHVvovabVlFBvrXhIEU0QtlrMgQWRaEgyeFvudz_LU2vp37tB_yYI-jZlEtCIUob2mSB4uS2jFiEfKqGBUuvqVzF3-FQDMVJy081sv5HD2yNKttB0_hklKggGqeryQrw36upIKH_RWTnlPfl3nm2ZFf0lMjvac0yx2wGBHuBWsbcsJ7kio-2tbNCnbI_P79gvUwXcs1aOTncFbc4FJ2WC3JTG8y9BLE1HGJGorkeWb
7719,1982 Coffee Roasters,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418552/restaurants/google/restaurant_7719_google_800.jpg,google,1982 Coffee Roasters,places/ChIJK_HS3zFFwokRbUEeAtuFIvY/photos/AaVGc3lXuZoxUbgZ8wMy_eo6xsNw8sW18eIaXqUfZsY2eHHsu6gn3YnQqJtexqw-lR-FpAHqP5cCBPd_y3x9C2Dxl6Le3p5-HTblZGU34CdVRRApMY-sUPIKs83SarxopxDoqH6d_8ozLDHraPuFbvarF6txlJn6cmhpPdoG2oA3pVoDULytSwgY9lBzZcwh5yKZD03YjawM_P1-7GkGWaLWX1NUfUkOuiRQj-FLOaNFG0n4761DGPdtXaZ9tD1slAOXrJ2LFMMlsEYrIYYqI6XzDsuEjKAHNQcMr429Cnf8KZoMDsENd-lFtk_6mRkE6wDGsGQwQYdYQ9JUKr9BivY_OCsvgWXQOpCAf5RfQ_n1-lOkyRrElx0ZvEC3zgjoieh56NQ2mDuwzn-NDdrFt-xjgyUDTvRKkzz2Jf0tD0kjmNLosoQ9
7721,Abu Laffa,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418555/restaurants/google/restaurant_7721_google_800.jpg,google,Abu Laffa,places/ChIJVWfzTo1FwokRw9XO6HduPXI/photos/AaVGc3n87RfNklE88JHFlWHaLL_P-fKU0MRJQFsntv1RgvKl0bKd1Sa_5t48HF7J8HcWsAlV-7PiHyZfk5fusPpvSmvcG2VAisCWD-RhQIybO_ccqTYXX1gjChTY1F-YnK1emNzTtyRTTVfF7YcqOnZytmU5NMQm3M4XnKX45YgWyFYbxWG5JrIqdrUfBtFa1ggWvA83aTV2xfMc2ntQ4ivtTczP7sEvHsp_aWL85IddnY6m7xTXRub8PgeWFa3dIFFV_6SsTD2mzKT_ZU5IftNB3oogeubPHXP2momKQktam4PPXIFKvrsO6NnZeCYDjHM6P-GAxc4oTo_6tjworu3xe24vwfldf6gqn2HFYDmprp-8TcuzQZd4md7VgY7IMa3bTpeHLN7wMo6_wPdkevhmzlzWUjSstq66EiCRWCb9I8YLcHYJCX32RH4iFETlXXd6
7722,Ahimsa Garden,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418557/restaurants/google/restaurant_7722_google_800.jpg,google,Ahimsa,places/ChIJg4jKh51ZwokRsLENy4UhWdA/photos/AaVGc3lS10OSYOxaMYUN2eVOH_YOfowuqVNggWlVKUQuLbI4oaLDnI4OQbT3L8q0IyrEiL6PgzApBOIvsiF3TxN71NYmKdB3D634-ewaaGWPMT53_UFE55q_A3C4wGV8Fz36xQCWIgDIdb2ty3S9fRvqYZZdw6dH8Y7QlANmK8_m7Hr9YYKHxj9tyQ5DAVMHbbe2FxwqdPrOMcEde4l0Wc2cLGwp8X03BJW6dRUY7AXbdgeutWEY6Fng51bDvFNL862zGNB1kl3IJM4h4D-YWsC-fEmWKgzhggTU2uR1T-sw4xXaDz49v8da7uwkhmi3diZkIv6jpjSApp_4MEOh7ALHcpV3HjdLjAjFJ_YCFArVVBpKOLZsxTYVphjZ3FXF8dF3QbQgee5GeDxWmFvcpnBvVXvuSCgVZUSahR6NwPM0JiTTuQ
7723,AKIMORI,update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418559/restaurants/google/restaurant_7723_google_800.jpg,google,AKIMORI,places/ChIJxXm8rDxFwokR47nUn8N5sic/photos/AaVGc3nSc30LbwIudG3tPSBitaswRXDk4Vm7xjxddPffqOk6IykgXbgxOh_wlZcwjr9EKwbTuQYIRK-i6Ij8j7zmeDQ6N3wqUiYkCfv1v_8JULjlnRVsPXuyywXLzmUl9Vfg3lXM7VDbX9o-fn1_9RY-Jzztn4x1ioEvcCDtopEf4P1F2XrsK_d-N1WAiAbrAMLMK2Eko2dlUaG0yHyKdyVBSeIGpV4ozhky17Lt3sXWtGL_U5RMMROj_jcTr5VNeSz6bZH6V7ZY0LT_aSaj_aASNyMquMgsG5qnIqjEhGJl-1X3dhwFoF5BgriqL6RY9n0VmYCMLOatvECHNpL2FsJm16QeLWjOquBHHGHJQkDaaVXEUgspk3tvb9j4EUdrO4s2wMlas8yd7ZQFMYLEMMAZm_XCuHQsBEg1l8ho7_xqdJ8F1gk
7724,Akimori (Upper East Side),update,,,,https://res.cloudinary.com/dn7vbd6nn/image/upload/v1783418561/restaurants/google/restaurant_7724_google_800.jpg,google,AKIMORI,places/ChIJNSEUTU9ZwokRyxzObSHsO3Y/photos/AaVGc3lMEiHZrObngdmT7LgnQc7Hz6LjLPcUJcq1OP01UPCgKi_4XAIXcPNqjARQFq79temdho5TvIbNMVBGt4_Tt4h45DR0zNvwuZWTRYUME9zCMmUZj11h5zpWAAA2s9Es2WJdxKGZ4bogOd1t6U_MXIBK8nAJh-1y0t58BeYmyCCBw65JYWuaR4cAExo_ZwTKD7PI0kRq9t1zSdOZnsknp1uedqcTaKPu9Lsb3lbEB14rnHN1IUO42utiaov5eMzhjOvYJTiLM-dmIps84mvk0i6FhNtwDg5hLyFdA-rrf864Z29S1rnckQStqcusJaBG2t0DfaF05-BYtRJhbX6q885mClfohGxaCD1Xvpe6o4oyzCeDpyeMYVzZVBh0N-tDLCv5fDWXuE8tyo_65Jcom10YrQgtVlxRhtm_0egCkUSOvMTF
